epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
216,1848.39,1.86892,0.12742,0.5807,0.99871,0.04073,7.37321,0.79306,0.69892,0.82829,0.45028,0.76579,0.7957,0.87352,0.8529,2.33399,0.38047,0.30232,0.91582,0.06978,0,0.005743,0.005743,0.005743
217,1856.72,1.85808,0.11446,0.54158,1.00637,0.04061,7.04699,0.79404,0.78767,0.82761,0.43726,0.82675,0.82103,0.89903,0.88864,2.46643,0.30161,0.34629,0.95372,0.07438,0,0.0057232,0.0057232,0.0057232
218,1865.29,1.78221,0.10569,0.54697,1.00851,0.03738,6.9781,0.74476,0.84716,0.82922,0.41518,0.76443,0.88172,0.85851,0.84873,2.40535,0.29891,0.3527,1.14615,0.07176,0,0.0057034,0.0057034,0.0057034
219,1873.61,1.75294,0.12361,0.54436,0.93457,0.03845,7.15615,0.79999,0.82796,0.84744,0.45708,0.82994,0.86022,0.89801,0.88571,2.39856,0.33428,0.32103,0.87806,0.0709,0,0.0056836,0.0056836,0.0056836
220,1882.1,1.84533,0.10321,0.52008,0.96767,0.04037,6.90087,0.70772,0.74194,0.74725,0.34014,0.77457,0.81284,0.86755,0.84814,2.76024,0.30253,0.33941,1.06512,0.08669,0,0.0056638,0.0056638,0.0056638
221,1890.45,1.84642,0.11176,0.58073,0.98097,0.03927,7.21676,0.53895,0.72043,0.58902,0.21417,0.71301,0.64516,0.74976,0.66612,3.29027,1.65747,0.79312,1.41759,0.11211,0,0.005644,0.005644,0.005644
222,1898.87,1.80443,0.14489,0.54607,0.96314,0.03851,7.17675,0.76066,0.78601,0.8296,0.3988,0.7968,0.83871,0.89841,0.87659,2.55217,0.28529,0.38848,1.03491,0.07696,0,0.0056242,0.0056242,0.0056242
223,1907.36,1.82998,0.11193,0.49993,0.96787,0.03917,6.74462,0.70347,0.73978,0.69999,0.30183,0.74014,0.8172,0.79044,0.75544,2.69465,0.7535,0.66165,1.21604,0.08359,0,0.0056044,0.0056044,0.0056044
224,1915.75,1.88705,0.13298,0.55441,0.98966,0.04096,7.02346,0.69662,0.81481,0.7275,0.33253,0.78444,0.90323,0.87814,0.86125,2.69259,0.26759,0.44553,0.89288,0.08177,0,0.0055846,0.0055846,0.0055846
225,1924.25,1.84216,0.12336,0.50375,0.96091,0.03957,6.97272,0.71958,0.89247,0.82065,0.38747,0.78259,0.93548,0.91046,0.89406,2.45572,0.98835,0.73666,1.06063,0.07566,0,0.0055648,0.0055648,0.0055648
226,1932.85,1.82089,0.11579,0.59407,0.92682,0.0388,7.00545,0.78615,0.75104,0.78466,0.37641,0.87546,0.89247,0.93538,0.91376,2.79027,1.04102,0.86118,1.03891,0.09037,0,0.005545,0.005545,0.005545
227,1941.33,1.70361,0.1405,0.62024,0.96917,0.03681,7.20179,0.87632,0.8172,0.86531,0.46753,0.90245,0.89526,0.94925,0.91423,2.42579,1.08069,0.83121,1.03671,0.07574,0,0.0055252,0.0055252,0.0055252
228,1949.82,1.83613,0.12212,0.49007,0.98816,0.03931,6.632,0.81366,0.84518,0.85849,0.49643,0.86489,0.89481,0.92596,0.88677,2.02034,1.08368,0.86564,0.9292,0.06106,0,0.0055054,0.0055054,0.0055054
229,1959.01,1.80408,0.11928,0.56312,0.99795,0.03838,6.60358,0.7778,0.90334,0.88269,0.54722,0.80557,0.9356,0.91744,0.89924,1.92388,0.95962,0.81449,1.14654,0.05589,0,0.0054856,0.0054856,0.0054856
230,1967.73,1.83462,0.10642,0.49957,0.97283,0.04027,6.71184,0.78154,0.78495,0.81438,0.41348,0.87088,0.87027,0.92217,0.9058,2.52753,0.95348,0.66708,1.1067,0.07972,0,0.0054658,0.0054658,0.0054658
231,1975.88,1.79965,0.09108,0.52091,0.96832,0.03858,6.49428,0.78405,0.92473,0.8897,0.51962,0.80061,0.94624,0.91688,0.90572,2.01352,0.94115,0.68998,1.161,0.05766,0,0.005446,0.005446,0.005446
232,1983.41,1.77055,0.11708,0.5281,0.94536,0.03985,7.15495,0.81378,0.88172,0.83279,0.40954,0.84725,0.91398,0.90108,0.88603,2.6395,0.61874,0.38249,0.88513,0.0813,0,0.0054262,0.0054262,0.0054262
233,1991.73,1.7856,0.09496,0.5156,0.94034,0.03764,6.43496,0.80509,0.80645,0.82256,0.41153,0.83249,0.85506,0.90911,0.88037,2.67784,0.43138,0.41051,0.9472,0.08379,0,0.0054064,0.0054064,0.0054064
234,2000.99,1.81275,0.09858,0.51113,0.95104,0.03932,6.70134,0.80606,0.8172,0.84614,0.44652,0.83824,0.84946,0.91912,0.90523,2.34714,0.94024,0.88002,0.99432,0.0698,0,0.0053866,0.0053866,0.0053866
235,2009.42,1.78013,0.11962,0.54963,0.93683,0.03826,6.71672,0.8201,0.78495,0.83326,0.42823,0.83873,0.80645,0.90226,0.886,2.37647,0.96378,1.03003,1.17408,0.07252,0,0.0053668,0.0053668,0.0053668
236,2017.95,1.75729,0.11781,0.57128,0.86751,0.03726,6.86199,0.84613,0.8172,0.87008,0.47959,0.84953,0.91062,0.93524,0.91201,2.10176,0.93243,0.87766,0.86678,0.06258,0,0.005347,0.005347,0.005347
237,2026.44,1.77209,0.10307,0.53145,0.93652,0.03825,6.73299,0.81117,0.83146,0.86742,0.48124,0.85313,0.87447,0.93251,0.92247,2.15986,0.1982,0.30271,0.8288,0.0628,0,0.0053272,0.0053272,0.0053272
238,2035.03,1.72576,0.11445,0.56954,0.90527,0.03663,6.74354,0.81918,0.84946,0.86879,0.47427,0.84527,0.88172,0.93015,0.91963,2.23515,0.28528,0.28661,0.72365,0.0642,0,0.0053074,0.0053074,0.0053074
239,2043.5,1.75254,0.12211,0.48839,0.92697,0.03784,7.08307,0.69738,0.77419,0.79625,0.36017,0.74949,0.86022,0.8948,0.87277,2.89821,0.45378,0.36142,0.92212,0.09359,0,0.0052876,0.0052876,0.0052876
240,2051.97,1.77978,0.13969,0.54912,0.93827,0.03801,7.09613,0.80157,0.78189,0.81933,0.40744,0.82942,0.82796,0.91268,0.89879,2.69149,0.33105,0.31794,0.79827,0.08531,0,0.0052678,0.0052678,0.0052678
241,2060.29,1.83007,0.11736,0.52422,0.98252,0.04061,7.41366,0.6175,0.82796,0.73077,0.31303,0.67864,0.95699,0.85277,0.80915,2.91625,0.56063,0.34718,1.0178,0.0914,0,0.005248,0.005248,0.005248
242,2068.73,1.73374,0.1096,0.47868,0.92096,0.03682,6.68947,0.7573,0.80525,0.77814,0.40613,0.81797,0.86977,0.89622,0.88111,2.34813,0.29009,0.32948,0.96171,0.06997,0,0.0052282,0.0052282,0.0052282
243,2077.12,1.703,0.10609,0.51388,0.91824,0.03654,6.85617,0.56108,0.71479,0.59217,0.21761,0.62735,0.79649,0.78783,0.5882,3.30813,1.81163,1.36123,1.54922,0.11597,0,0.0052084,0.0052084,0.0052084
244,2085.6,1.71373,0.09233,0.4857,0.94821,0.03668,6.34552,0.72673,0.74351,0.75156,0.31295,0.82145,0.84099,0.89288,0.87269,2.96065,1.08611,0.81884,1.18243,0.0967,0,0.0051886,0.0051886,0.0051886
245,2094.06,1.76546,0.09861,0.48216,0.91099,0.03809,6.64358,0.88787,0.83871,0.89923,0.52218,0.91706,0.86022,0.95076,0.93874,2.25163,0.19984,0.35029,0.71908,0.06583,0,0.0051688,0.0051688,0.0051688
246,2102.49,1.74361,0.10016,0.49309,0.94276,0.03764,6.75485,0.78919,0.84536,0.84656,0.42001,0.83961,0.90061,0.92224,0.8886,2.50677,0.40513,0.40878,0.82753,0.07606,0,0.005149,0.005149,0.005149
247,2110.94,1.69955,0.11432,0.5065,0.92566,0.03626,6.64747,0.83578,0.91398,0.88339,0.51237,0.86558,0.94624,0.93314,0.92196,2.11232,0.18727,0.30804,0.72323,0.06101,0,0.0051292,0.0051292,0.0051292
248,2119.38,1.74739,0.08217,0.48191,0.9608,0.03769,6.28345,0.70277,0.78495,0.75623,0.31455,0.7851,0.87097,0.8752,0.76946,2.91949,0.91162,0.51565,1.05496,0.09625,0,0.0051094,0.0051094,0.0051094
249,2127.82,1.72282,0.12812,0.55726,0.87371,0.03787,6.76361,0.82038,0.80645,0.85497,0.42814,0.84462,0.87679,0.93591,0.89999,2.63862,0.43983,0.35523,0.86053,0.08408,0,0.0050896,0.0050896,0.0050896
250,2136.07,1.69336,0.11039,0.48395,0.8748,0.0357,6.40639,0.74026,0.85808,0.85357,0.4679,0.777,0.89921,0.91029,0.89713,2.44277,0.37106,0.39275,0.73618,0.07538,0,0.0050698,0.0050698,0.0050698
251,2144.43,1.68866,0.08878,0.49243,0.89129,0.03598,6.33954,0.71117,0.78495,0.74803,0.30362,0.79951,0.88172,0.85593,0.80625,3.07527,0.56974,0.40817,1.14543,0.1024,0,0.00505,0.00505,0.00505
252,2153.04,1.72815,0.09824,0.48777,0.90488,0.03723,6.47816,0.80839,0.90323,0.90743,0.51389,0.81801,0.91398,0.91223,0.89971,2.15774,0.31594,0.30751,0.61321,0.06322,0,0.0050302,0.0050302,0.0050302
253,2161.6,1.71502,0.08868,0.4837,0.8956,0.03601,6.10927,0.85803,0.90981,0.9378,0.54243,0.87824,0.93068,0.95723,0.94962,2.12517,0.26724,0.30074,0.58752,0.06132,0,0.0050104,0.0050104,0.0050104
254,2170.16,1.70445,0.11234,0.494,0.85366,0.03584,6.46089,0.80844,0.89247,0.91252,0.57618,0.84414,0.90323,0.9478,0.94014,2.01934,0.29088,0.26862,0.62142,0.05803,0,0.0049906,0.0049906,0.0049906
255,2178.71,1.68168,0.10446,0.50239,0.88137,0.03556,6.45902,0.79489,0.91677,0.92056,0.54937,0.79798,0.96774,0.94277,0.93339,2.08999,0.31167,0.39701,0.7329,0.06016,0,0.0049708,0.0049708,0.0049708
256,2187.19,1.76654,0.0957,0.48413,0.88511,0.0388,6.55378,0.87361,0.89188,0.92902,0.58621,0.90518,0.92382,0.96521,0.95251,1.92358,0.23686,0.41739,0.52749,0.05487,0,0.004951,0.004951,0.004951
257,2195.73,1.72309,0.10049,0.53311,0.87773,0.03619,6.51345,0.83126,0.93548,0.90641,0.51639,0.8509,0.95699,0.94811,0.94288,2.20783,0.19197,0.40397,0.60712,0.06413,0,0.0049312,0.0049312,0.0049312
258,2204.18,1.70041,0.08529,0.48946,0.84545,0.03635,6.44075,0.73234,0.76493,0.80406,0.37663,0.7644,0.89247,0.90714,0.87708,2.74334,0.49297,0.40028,0.94906,0.08555,0,0.0049114,0.0049114,0.0049114
259,2212.5,1.72679,0.09564,0.49091,0.90721,0.03705,6.53993,0.70332,0.83871,0.76461,0.3674,0.79888,0.94624,0.91856,0.87193,2.58602,0.45053,0.31879,0.86218,0.07943,0,0.0048916,0.0048916,0.0048916
260,2221.09,1.73042,0.08208,0.4607,0.9139,0.03653,6.04359,0.81717,0.88172,0.86062,0.47813,0.86725,0.93548,0.93141,0.92513,2.30249,0.15344,0.25907,0.70012,0.06845,0,0.0048718,0.0048718,0.0048718
261,2229.41,1.7302,0.09605,0.49072,0.91605,0.03676,6.65261,0.84999,0.85299,0.87661,0.47456,0.88208,0.88478,0.92773,0.92132,2.29286,0.21678,0.29495,0.68581,0.06868,0,0.004852,0.004852,0.004852
262,2237.96,1.72265,0.08589,0.45707,0.91288,0.03722,6.72382,0.84072,0.89247,0.9098,0.55069,0.85259,0.91398,0.93682,0.92662,2.14687,0.21453,0.27498,0.65928,0.06336,0,0.0048322,0.0048322,0.0048322
263,2246.56,1.71751,0.09132,0.5411,0.88904,0.03638,6.40297,0.83089,0.86022,0.90239,0.50709,0.84174,0.87097,0.91345,0.90523,2.25628,0.35352,0.46151,0.6763,0.06732,0,0.0048124,0.0048124,0.0048124
264,2255.04,1.70092,0.08155,0.46898,0.84919,0.03607,6.13179,0.78916,0.88544,0.84338,0.44329,0.82696,0.925,0.92499,0.9146,2.29376,0.91321,0.94191,0.89067,0.07101,0,0.0047926,0.0047926,0.0047926
265,2262.62,1.72939,0.09021,0.52051,0.90074,0.03731,6.61532,0.83556,0.84946,0.87255,0.47962,0.86729,0.88172,0.93843,0.92647,2.24917,0.25769,0.4117,0.71101,0.06561,0,0.0047728,0.0047728,0.0047728
266,2270.16,1.77496,0.11927,0.47137,0.94947,0.03912,6.55573,0.90647,0.77419,0.89528,0.4821,0.90643,0.83336,0.93858,0.92318,2.16539,0.90797,0.77298,0.83984,0.06578,0,0.004753,0.004753,0.004753
267,2278.26,1.69497,0.08338,0.49211,0.90376,0.03624,6.33548,0.7945,0.93548,0.91327,0.53581,0.83231,0.97849,0.95564,0.94139,2.04658,0.9039,0.81097,0.7812,0.06151,0,0.0047332,0.0047332,0.0047332
268,2286.78,1.6768,0.08445,0.4816,0.87652,0.0359,6.22916,0.75468,0.93548,0.88905,0.52673,0.79522,0.98925,0.93763,0.92619,2.1514,0.22781,0.39766,0.7244,0.06247,0,0.0047134,0.0047134,0.0047134
269,2295.1,1.6662,0.08578,0.48339,0.90145,0.03632,6.39997,0.75787,0.89247,0.86301,0.50189,0.79372,0.95162,0.92775,0.91292,2.13032,0.92304,1.01936,0.79607,0.06488,0,0.0046936,0.0046936,0.0046936
270,2303.47,1.77177,0.09271,0.46092,0.87441,0.03731,6.24644,0.82037,0.89247,0.88816,0.47927,0.85132,0.92473,0.94139,0.92997,2.13741,0.96967,0.95921,0.83087,0.06516,0,0.0046738,0.0046738,0.0046738
271,2311.79,1.68466,0.11656,0.50728,0.93894,0.03615,6.60584,0.81343,0.78495,0.81313,0.39395,0.83976,0.82796,0.89606,0.86957,2.62175,0.4868,0.3769,0.8794,0.08226,0,0.004654,0.004654,0.004654
272,2320.34,1.68172,0.115,0.53594,0.90123,0.03588,6.57835,0.83864,0.83829,0.86288,0.53242,0.83966,0.87097,0.9047,0.88777,2.05871,0.45662,0.29388,0.74586,0.06065,0,0.0046342,0.0046342,0.0046342
273,2328.81,1.68353,0.07775,0.45323,0.88273,0.03588,5.98263,0.78924,0.84562,0.88414,0.53026,0.79615,0.88192,0.90736,0.89511,2.04383,0.34522,0.36438,0.65551,0.0593,0,0.0046144,0.0046144,0.0046144
274,2337.18,1.70932,0.08601,0.48227,0.84607,0.03692,6.30097,0.82132,0.88966,0.8741,0.50138,0.82066,0.91398,0.90541,0.88626,2.09541,1.01867,0.86927,0.90163,0.06208,0,0.0045946,0.0045946,0.0045946
275,2345.58,1.7344,0.09875,0.50731,0.8536,0.038,6.54646,0.82168,0.89187,0.89224,0.54909,0.80399,0.94624,0.92128,0.90186,1.97245,1.05673,0.91009,0.78434,0.05777,0,0.0045748,0.0045748,0.0045748
276,2354.03,1.71216,0.10053,0.5157,0.86918,0.03773,6.41931,0.78416,0.86022,0.85069,0.44966,0.78593,0.90323,0.89355,0.87454,2.25241,0.96133,0.94056,1.0015,0.06762,0,0.004555,0.004555,0.004555
277,2362.37,1.72078,0.08488,0.46541,0.85729,0.03668,6.25837,0.77679,0.89812,0.86005,0.49447,0.79535,0.91941,0.91436,0.89705,2.14439,0.45258,0.30266,0.70682,0.06338,0,0.0045352,0.0045352,0.0045352
278,2370.85,1.73221,0.12601,0.46519,0.89784,0.03593,6.59605,0.84415,0.88172,0.8721,0.54494,0.85445,0.89247,0.90456,0.88598,1.95832,1.03775,0.69622,0.83216,0.0574,0,0.0045154,0.0045154,0.0045154
279,2379.34,1.69548,0.09105,0.46653,0.87037,0.03671,6.48284,0.75323,0.82057,0.79817,0.43198,0.76539,0.87699,0.86319,0.83847,2.19182,1.02864,0.74311,0.96261,0.06629,0,0.0044956,0.0044956,0.0044956
280,2387.85,1.69057,0.09645,0.43462,0.89203,0.03476,6.03946,0.79275,0.8172,0.80309,0.39853,0.87817,0.93009,0.95108,0.88272,2.61872,0.41958,0.43557,0.74583,0.08045,0,0.0044758,0.0044758,0.0044758
281,2396.33,1.73373,0.09678,0.46428,0.89561,0.03683,6.36997,0.84704,0.88172,0.88826,0.46988,0.87823,0.91398,0.93652,0.88261,2.39011,1.20541,0.859,0.85692,0.07423,0,0.004456,0.004456,0.004456
282,2404.32,1.70852,0.10452,0.47718,0.92522,0.03695,6.63269,0.78866,0.84265,0.8485,0.47554,0.8483,0.87097,0.90597,0.88582,2.14827,0.94028,0.82765,1.01761,0.06481,0,0.0044362,0.0044362,0.0044362
283,2412.1,1.70057,0.08054,0.44269,0.87395,0.03709,6.21116,0.82067,0.78495,0.86179,0.48055,0.87244,0.8172,0.90706,0.87909,2.19095,0.43109,0.5004,0.82209,0.0642,0,0.0044164,0.0044164,0.0044164
284,2420.64,1.66899,0.08206,0.4957,0.87257,0.0354,5.92236,0.82279,0.89247,0.89419,0.52247,0.85297,0.92473,0.94323,0.92518,2.15677,0.509,0.42066,0.69556,0.06413,0,0.0043966,0.0043966,0.0043966
285,2429.18,1.66472,0.08629,0.52356,0.86375,0.03567,6.32859,0.82406,0.92473,0.92214,0.55192,0.8557,0.95644,0.95967,0.94054,2.14371,0.41872,0.37156,0.59418,0.06373,0,0.0043768,0.0043768,0.0043768
286,2437.5,1.63827,0.09317,0.47327,0.84947,0.03506,6.45823,0.80277,0.93548,0.87367,0.53857,0.8314,0.96774,0.93489,0.91432,2.00343,0.24439,0.39383,0.74358,0.05725,0,0.004357,0.004357,0.004357
287,2445.83,1.61749,0.09006,0.4866,0.79673,0.03371,6.27003,0.79997,0.94624,0.91172,0.58359,0.84005,0.96774,0.94752,0.94001,1.90727,0.221,0.27694,0.57897,0.05344,0,0.0043372,0.0043372,0.0043372
288,2454.27,1.66071,0.06716,0.44637,0.81869,0.03586,5.90058,0.83187,0.87097,0.89776,0.50869,0.85241,0.89247,0.93854,0.93527,2.12829,0.24403,0.23616,0.72014,0.06152,0,0.0043174,0.0043174,0.0043174
289,2462.79,1.65684,0.08639,0.45209,0.86588,0.03577,6.00067,0.91222,0.84946,0.90952,0.53526,0.87894,0.86022,0.93804,0.91634,2.04709,0.3578,0.23278,0.62171,0.05848,0,0.0042976,0.0042976,0.0042976
290,2471.36,1.63177,0.09808,0.44137,0.86584,0.03528,6.11129,0.8731,0.90323,0.92933,0.56914,0.89435,0.92473,0.97066,0.96099,2.00764,0.27486,0.28643,0.60732,0.05701,0,0.0042778,0.0042778,0.0042778
291,2479.75,1.66352,0.08312,0.45384,0.85188,0.03498,6.27608,0.87952,0.94201,0.92841,0.58895,0.90944,0.97187,0.97993,0.97017,1.98156,0.26973,0.39502,0.53511,0.0569,0,0.004258,0.004258,0.004258
292,2488.16,1.61886,0.08816,0.46928,0.80514,0.034,6.0773,0.83466,0.92279,0.91954,0.59082,0.87356,0.9658,0.95742,0.94788,1.89965,0.86029,0.71837,0.74138,0.05507,0,0.0042382,0.0042382,0.0042382
293,2496.66,1.5884,0.10156,0.46752,0.84725,0.03371,6.11814,0.77151,0.87097,0.87853,0.49147,0.81914,0.92473,0.9322,0.8953,2.15496,0.57355,0.34545,0.74208,0.06359,0,0.0042184,0.0042184,0.0042184
294,2505.03,1.6289,0.10066,0.45441,0.85871,0.03538,6.31825,0.80946,0.89247,0.88805,0.49011,0.85835,0.94624,0.95699,0.94508,2.32493,0.37847,0.22512,0.60775,0.07026,0,0.0041986,0.0041986,0.0041986
295,2513.47,1.61355,0.09036,0.4802,0.80836,0.03391,6.02651,0.85569,0.8926,0.89918,0.53565,0.87746,0.91398,0.95686,0.95141,2.17344,0.34044,0.20994,0.67284,0.06458,0,0.0041788,0.0041788,0.0041788
296,2521.8,1.61512,0.08254,0.42478,0.86625,0.03351,6.10023,0.87761,0.91398,0.91003,0.52688,0.90905,0.94624,0.96547,0.96102,2.20394,0.12688,0.23611,0.59159,0.06358,0,0.004159,0.004159,0.004159
297,2530.5,1.64931,0.09459,0.47318,0.87962,0.03494,5.99137,0.90302,0.90113,0.91449,0.59584,0.92681,0.95321,0.96587,0.96274,1.96042,0.17502,0.21307,0.51456,0.05607,0,0.0041392,0.0041392,0.0041392
298,2538.22,1.62938,0.11882,0.43687,0.88113,0.03415,6.21415,0.7631,0.93548,0.91378,0.58989,0.79197,0.96774,0.93087,0.92705,1.88361,0.22643,0.23148,0.66239,0.0535,0,0.0041194,0.0041194,0.0041194
299,2545.75,1.66408,0.1014,0.44857,0.8582,0.03489,6.03805,0.82334,0.93548,0.92854,0.59246,0.87662,0.96774,0.97767,0.96752,2.02072,0.28043,0.22511,0.50546,0.05768,0,0.0040996,0.0040996,0.0040996
300,2553.7,1.65691,0.07783,0.44179,0.86152,0.03584,6.20807,0.8211,0.91398,0.91418,0.53368,0.90009,0.87097,0.94701,0.93605,2.04495,0.31365,0.28389,0.67814,0.05917,0,0.0040798,0.0040798,0.0040798
301,2562.09,1.63362,0.07901,0.46671,0.80964,0.03459,5.89375,0.82372,0.8542,0.86802,0.53184,0.8547,0.88554,0.92406,0.89399,1.98004,0.31342,0.28996,0.77181,0.05672,0,0.00406,0.00406,0.00406
302,2570.49,1.68017,0.06498,0.47891,0.78924,0.03589,5.82348,0.83742,0.9416,0.92909,0.57486,0.92099,0.87735,0.95343,0.94579,1.94453,0.2963,0.21735,0.52252,0.05466,0,0.0040402,0.0040402,0.0040402
303,2578.72,1.66891,0.08305,0.45211,0.8347,0.03468,5.85257,0.84906,0.95699,0.94709,0.54748,0.84906,0.95699,0.94709,0.92725,2.01991,0.34967,0.25709,0.61713,0.0573,0,0.0040204,0.0040204,0.0040204
304,2586.93,1.62175,0.07637,0.42385,0.86146,0.03469,6.0064,0.88442,0.90512,0.92475,0.56703,0.90544,0.92663,0.95919,0.94826,2.06775,0.27312,0.23819,0.55076,0.0591,0,0.0040006,0.0040006,0.0040006
305,2595.17,1.6648,0.09889,0.51706,0.88422,0.03546,6.27535,0.86774,0.91398,0.89611,0.52823,0.91726,0.95369,0.95982,0.955,2.0952,0.22502,0.2673,0.58589,0.0607,0,0.0039808,0.0039808,0.0039808
306,2603.64,1.63125,0.08392,0.45224,0.85567,0.03466,5.75202,0.87024,0.88172,0.90377,0.5478,0.90305,0.91398,0.94343,0.93879,1.96046,0.2378,0.2798,0.5344,0.05606,0,0.003961,0.003961,0.003961
307,2612.03,1.67064,0.07881,0.45889,0.84589,0.03629,6.12361,0.89602,0.83398,0.88929,0.53248,0.91321,0.84946,0.92579,0.92275,1.92021,0.15496,0.24577,0.6881,0.05366,0,0.0039412,0.0039412,0.0039412
308,2620.51,1.61902,0.10331,0.44628,0.8438,0.03533,6.0275,0.87472,0.90093,0.88179,0.57511,0.90601,0.93287,0.93476,0.9304,1.78111,0.20011,0.26057,0.59968,0.04959,0,0.0039214,0.0039214,0.0039214
309,2628.88,1.65013,0.06418,0.3863,0.77613,0.0348,5.53209,0.84894,0.90647,0.89515,0.53811,0.87893,0.93676,0.94185,0.93762,2.01926,0.14021,0.20212,0.56407,0.05752,0,0.0039016,0.0039016,0.0039016
310,2637.49,1.68545,0.09127,0.45869,0.79695,0.03522,6.19763,0.86167,0.87071,0.89119,0.54232,0.89336,0.90077,0.93355,0.92989,2.09843,0.20094,0.1751,0.6636,0.05922,0,0.0038818,0.0038818,0.0038818
311,2645.29,1.64046,0.08649,0.41338,0.82446,0.03487,5.81667,0.90518,0.92473,0.90533,0.56563,0.92624,0.94515,0.94553,0.93898,1.94571,0.15145,0.26325,0.51038,0.05376,0,0.003862,0.003862,0.003862
312,2654.69,1.61019,0.07127,0.37597,0.80865,0.03416,5.76406,0.92934,0.82796,0.91004,0.55958,0.89388,0.90572,0.96372,0.95667,1.98034,0.1913,0.22974,0.52407,0.05574,0,0.0038422,0.0038422,0.0038422
313,2663.22,1.55577,0.084,0.42613,0.75968,0.03267,5.69727,0.82233,0.89247,0.89303,0.50978,0.86224,0.93548,0.94692,0.94152,2.10994,0.14277,0.21264,0.66024,0.06025,0,0.0038224,0.0038224,0.0038224
314,2671.66,1.62271,0.09099,0.4705,0.84946,0.03473,5.61281,0.85419,0.89247,0.89552,0.52028,0.89733,0.93982,0.95678,0.95232,2.18488,0.11833,0.22608,0.55974,0.06223,0,0.0038026,0.0038026,0.0038026
315,2679.99,1.59005,0.10193,0.43782,0.82941,0.03425,6.09065,0.87274,0.83871,0.90863,0.54205,0.92613,0.89247,0.95549,0.94574,2.0566,0.14427,0.27342,0.65206,0.05784,0,0.0037828,0.0037828,0.0037828
316,2688.31,1.58368,0.07977,0.46263,0.79251,0.03279,5.57374,0.83583,0.87596,0.89031,0.49641,0.85617,0.89609,0.93102,0.91074,2.23661,0.31724,0.30203,0.68523,0.06564,0,0.003763,0.003763,0.003763
317,2696.49,1.6335,0.06982,0.4558,0.79543,0.03475,5.80173,0.8403,0.88172,0.913,0.52136,0.8467,0.92473,0.94087,0.92455,2.1166,0.17339,0.26879,0.73733,0.05886,0,0.0037432,0.0037432,0.0037432
318,2704.77,1.67189,0.09229,0.44651,0.82288,0.03647,5.77376,0.83881,0.88172,0.88493,0.47234,0.88951,0.91398,0.93719,0.92288,2.33014,0.20382,0.30762,0.70185,0.0679,0,0.0037234,0.0037234,0.0037234
319,2713.15,1.61314,0.07435,0.40028,0.79727,0.03442,5.58656,0.87466,0.90044,0.91983,0.5617,0.90593,0.93197,0.96206,0.95872,1.97624,0.08173,0.26367,0.6211,0.055,0,0.0037036,0.0037036,0.0037036
320,2721.41,1.66117,0.08411,0.42546,0.87507,0.03483,5.81755,0.85455,0.92473,0.90721,0.57315,0.9078,0.97849,0.97067,0.96751,1.95608,0.14285,0.22297,0.61303,0.05578,0,0.0036838,0.0036838,0.0036838
321,2729.63,1.608,0.09632,0.44851,0.81921,0.0343,5.67452,0.83143,0.91398,0.89267,0.55297,0.88489,0.96774,0.96286,0.95548,1.92879,0.14411,0.27523,0.68646,0.05406,0,0.003664,0.003664,0.003664
322,2737.87,1.57515,0.08436,0.42224,0.84206,0.03287,5.92544,0.84619,0.94648,0.89901,0.5736,0.8753,0.97849,0.94889,0.94329,1.85219,0.12243,0.27218,0.51196,0.05157,0,0.0036442,0.0036442,0.0036442
323,2746.03,1.62803,0.0703,0.42374,0.84732,0.03439,5.67506,0.83644,0.93481,0.93584,0.61221,0.85559,0.95562,0.96446,0.96342,1.85245,0.11755,0.20044,0.54601,0.05146,0,0.0036244,0.0036244,0.0036244
324,2754.4,1.60406,0.07343,0.39303,0.80172,0.03371,5.52844,0.9148,0.9236,0.94523,0.56211,0.9361,0.94511,0.97306,0.96354,1.95321,0.1381,0.20219,0.61448,0.0538,0,0.0036046,0.0036046,0.0036046
325,2762.55,1.57564,0.07982,0.41796,0.79449,0.03342,5.73437,0.87135,0.90323,0.93626,0.60202,0.87214,0.93548,0.94388,0.93682,1.80137,0.13157,0.19823,0.60519,0.04836,0,0.0035848,0.0035848,0.0035848
326,2770.88,1.63124,0.06232,0.42757,0.82271,0.03519,5.55152,0.83888,0.95699,0.94941,0.61001,0.85774,0.97849,0.97174,0.96113,1.86228,0.20433,0.15841,0.55983,0.05175,0,0.003565,0.003565,0.003565
327,2779.06,1.58058,0.0725,0.44752,0.79448,0.03441,5.52661,0.86261,0.91398,0.90572,0.60224,0.89324,0.94624,0.95072,0.94395,1.80589,0.20514,0.22323,0.56698,0.05011,0,0.0035452,0.0035452,0.0035452
328,2787.32,1.57905,0.05619,0.39915,0.80158,0.03277,5.28647,0.93391,0.91165,0.9325,0.61294,0.92503,0.92871,0.95685,0.95334,1.70007,0.15294,0.29321,0.55441,0.04629,0,0.0035254,0.0035254,0.0035254
