epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,951.668,1.11642,0.72842,1.49689,0.82326,0.81802,0.82125,0.46081,1.5726,0.81974,1.99388,0.0091783,0.0091783,0.0091783
85,963.108,1.09598,0.71522,1.47214,0.83631,0.83061,0.84486,0.49664,1.53799,0.78665,1.95675,0.0091684,0.0091684,0.0091684
86,974.272,1.11178,0.72326,1.48587,0.80983,0.82904,0.84208,0.48037,1.5705,0.79475,1.99288,0.0091585,0.0091585,0.0091585
87,985.34,1.08212,0.70767,1.45892,0.80327,0.8354,0.83087,0.47477,1.56921,0.77003,2.00921,0.0091486,0.0091486,0.0091486
88,996.41,1.09015,0.69869,1.46396,0.83757,0.82659,0.84117,0.48508,1.54779,0.77296,1.9867,0.0091387,0.0091387,0.0091387
89,1007.68,1.09327,0.70764,1.47087,0.82508,0.84482,0.8609,0.49377,1.50373,0.76504,1.92472,0.0091288,0.0091288,0.0091288
90,1018.84,1.09095,0.70523,1.46832,0.81085,0.83146,0.82799,0.49146,1.51371,0.77163,1.92701,0.0091189,0.0091189,0.0091189
91,1029.98,1.08531,0.69614,1.46316,0.78978,0.84392,0.83346,0.4945,1.53935,0.7949,1.95475,0.009109,0.009109,0.009109
92,1041.15,1.08653,0.70505,1.4653,0.78805,0.84506,0.83268,0.48821,1.53123,0.78591,1.96669,0.0090991,0.0090991,0.0090991
93,1052.36,1.08133,0.69451,1.45746,0.81239,0.82216,0.8378,0.48537,1.54476,0.78835,1.96083,0.0090892,0.0090892,0.0090892
94,1063.54,1.07395,0.6946,1.45306,0.83443,0.85473,0.851,0.48018,1.55433,0.75658,1.9612,0.0090793,0.0090793,0.0090793
95,1074.73,1.07259,0.69643,1.44666,0.82193,0.80784,0.82223,0.46508,1.5689,0.79321,1.9992,0.0090694,0.0090694,0.0090694
96,1085.85,1.06516,0.67208,1.43728,0.83783,0.83501,0.85068,0.48446,1.56484,0.77383,1.97634,0.0090595,0.0090595,0.0090595
97,1096.95,1.05901,0.67632,1.43698,0.82137,0.8312,0.8417,0.47615,1.58883,0.75368,2.01119,0.0090496,0.0090496,0.0090496
98,1108.52,1.06694,0.6799,1.43,0.84367,0.84678,0.85589,0.48551,1.56166,0.75603,1.99325,0.0090397,0.0090397,0.0090397
99,1119.76,1.05959,0.67196,1.43062,0.8184,0.84571,0.83788,0.47909,1.55971,0.77099,2.02966,0.0090298,0.0090298,0.0090298
100,1131,1.0598,0.6717,1.43124,0.83404,0.85351,0.85635,0.488,1.54378,0.7683,1.97892,0.0090199,0.0090199,0.0090199
101,1142.25,1.06142,0.68717,1.43505,0.80777,0.84261,0.8345,0.4944,1.51936,0.7886,1.91798,0.00901,0.00901,0.00901
102,1153.39,1.05182,0.67523,1.41589,0.8142,0.8358,0.84401,0.48735,1.52824,0.75517,1.968,0.0090001,0.0090001,0.0090001
103,1164.54,1.06633,0.68273,1.43554,0.82647,0.85574,0.86459,0.49231,1.54536,0.75984,1.98775,0.0089902,0.0089902,0.0089902
104,1175.78,1.045,0.66992,1.42603,0.8188,0.8412,0.83547,0.48927,1.5425,0.74825,1.99601,0.0089803,0.0089803,0.0089803
105,1187,1.03726,0.65327,1.40297,0.84134,0.85753,0.8478,0.50472,1.51602,0.71613,1.94982,0.0089704,0.0089704,0.0089704
106,1198.13,1.04181,0.66973,1.42083,0.83236,0.8477,0.85469,0.48655,1.55633,0.76152,1.98306,0.0089605,0.0089605,0.0089605
107,1209.33,1.02627,0.66324,1.40965,0.81614,0.83877,0.84352,0.48536,1.54191,0.76534,2.00547,0.0089506,0.0089506,0.0089506
108,1220.59,1.06175,0.6693,1.4377,0.83792,0.83813,0.8468,0.48426,1.56367,0.75237,2.016,0.0089407,0.0089407,0.0089407
109,1232.07,1.03034,0.64817,1.39878,0.84163,0.83077,0.83582,0.48123,1.54288,0.77336,1.99985,0.0089308,0.0089308,0.0089308
110,1243.36,1.01399,0.64041,1.3991,0.83033,0.82495,0.83913,0.47314,1.60932,0.76882,2.0724,0.0089209,0.0089209,0.0089209
111,1254.55,1.0389,0.65892,1.4131,0.84599,0.84014,0.84359,0.49211,1.53249,0.74739,1.99263,0.008911,0.008911,0.008911
112,1265.78,1.02366,0.64509,1.40076,0.85936,0.81304,0.84257,0.4867,1.56158,0.75086,2.03415,0.0089011,0.0089011,0.0089011
113,1276.93,1.01761,0.64301,1.39617,0.82729,0.83249,0.84363,0.48646,1.54943,0.79691,2.01145,0.0088912,0.0088912,0.0088912
114,1288.1,1.02339,0.64655,1.39591,0.82347,0.84332,0.84111,0.49492,1.54285,0.73254,1.97513,0.0088813,0.0088813,0.0088813
115,1299.26,1.00735,0.62867,1.38233,0.82525,0.82311,0.83526,0.49372,1.52406,0.75618,1.97917,0.0088714,0.0088714,0.0088714
116,1310.27,1.00615,0.6381,1.38331,0.80462,0.82578,0.83371,0.48325,1.5361,0.7709,2.01928,0.0088615,0.0088615,0.0088615
117,1321.39,1.01243,0.63119,1.3912,0.83184,0.84064,0.85914,0.49619,1.53537,0.73441,2.01317,0.0088516,0.0088516,0.0088516
