epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
266,2400.1,0.67515,0.63213,0.47282,1.30918,0.93486,0.96774,0.96377,0.70847,0.96603,1,0.99312,0.90356,1.0752,0.66103,0.6534,2.05999,0.000251,0.000251,0.000251
267,2409.04,0.73442,0.68971,0.53275,1.35551,0.93536,0.96774,0.96243,0.73109,0.96654,1,0.99406,0.90273,1.07305,0.58338,0.58195,2.08008,0.0002444,0.0002444,0.0002444
268,2417.97,0.73142,0.64622,0.51123,1.36304,0.96367,0.96774,0.96731,0.73522,0.99579,1,0.995,0.90638,1.00652,0.61929,0.69743,2.07301,0.0002378,0.0002378,0.0002378
269,2426.92,0.66963,0.71019,0.49333,1.28174,0.96527,0.96774,0.96736,0.73551,0.9975,1,0.995,0.90064,1.00488,0.65785,0.66335,2.05602,0.0002312,0.0002312,0.0002312
270,2435.94,0.68466,0.65884,0.47737,1.32458,0.96545,0.96774,0.9683,0.72615,0.9977,1,0.995,0.90387,0.9838,0.62114,0.66048,2.0187,0.0002246,0.0002246,0.0002246
271,2444.91,0.70433,0.68811,0.51841,1.32654,0.96582,0.96774,0.96785,0.73605,0.99811,1,0.995,0.89685,0.98999,0.6112,0.6443,2.03074,0.000218,0.000218,0.000218
272,2453.86,0.68649,0.62494,0.49506,1.35982,0.96477,0.96774,0.96741,0.73714,0.99799,1,0.995,0.90382,0.97866,0.62799,0.64567,2.02435,0.0002114,0.0002114,0.0002114
273,2462.79,0.72911,0.71311,0.54244,1.35502,0.93426,0.96774,0.96329,0.74259,0.9654,1,0.99406,0.90305,0.96051,0.61172,0.63936,2.03536,0.0002048,0.0002048,0.0002048
274,2471.76,0.68382,0.62191,0.49711,1.32418,0.96134,0.96774,0.94713,0.71353,0.99381,1,0.995,0.87627,1.05359,0.60451,0.6255,2.13651,0.0001982,0.0001982,0.0001982
275,2480.66,0.76133,0.70428,0.54668,1.42203,0.93498,0.96774,0.95405,0.74813,0.96615,1,0.98906,0.89425,0.98944,0.60095,0.63658,2.06281,0.0001916,0.0001916,0.0001916
276,2489.6,0.67877,0.68152,0.49668,1.31556,0.93842,0.96774,0.96639,0.75477,0.97146,1,0.995,0.9046,0.9926,0.62909,0.60884,2.02802,0.000185,0.000185,0.000185
277,2498.54,0.70391,0.62745,0.50191,1.35661,0.93517,0.96774,0.96566,0.74635,0.96635,1,0.99406,0.91254,0.98957,0.60336,0.58614,2.00957,0.0001784,0.0001784,0.0001784
278,2507.51,0.71168,0.71435,0.50538,1.35371,0.9355,0.96774,0.96594,0.7504,0.96668,1,0.99125,0.922,0.9461,0.51497,0.54833,1.98623,0.0001718,0.0001718,0.0001718
279,2516.45,0.70111,0.69112,0.50254,1.33792,0.9355,0.96774,0.96095,0.7488,0.96675,1,0.99125,0.91372,0.95876,0.52121,0.55048,1.99782,0.0001652,0.0001652,0.0001652
280,2525.4,0.64781,0.65505,0.47239,1.29446,0.96534,0.96774,0.96204,0.74449,0.99752,1,0.995,0.90089,0.97877,0.62389,0.63251,2.03035,0.0001586,0.0001586,0.0001586
281,2534.33,0.70957,0.6839,0.50135,1.32439,0.96299,0.96774,0.96471,0.75858,0.99509,1,0.995,0.90955,0.96096,0.63219,0.61974,2.00344,0.000152,0.000152,0.000152
282,2543.26,0.67395,0.636,0.47941,1.32722,0.9341,0.96774,0.95963,0.74644,0.96535,1,0.99312,0.91172,0.96388,0.63246,0.63695,1.98727,0.0001454,0.0001454,0.0001454
283,2552.17,0.67933,0.60407,0.49145,1.32738,0.96756,0.96242,0.96173,0.7467,1,0.99374,0.995,0.9069,0.96694,0.6377,0.61763,1.99041,0.0001388,0.0001388,0.0001388
284,2561.13,0.66266,0.66408,0.47673,1.30032,0.95348,0.96774,0.96474,0.75494,0.98709,1,0.995,0.91826,0.94801,0.63646,0.58579,1.97865,0.0001322,0.0001322,0.0001322
285,2570.08,0.65147,0.63652,0.4904,1.28882,0.95921,0.96774,0.96739,0.73467,0.96684,1,0.99312,0.92171,0.95129,0.60525,0.54866,1.96742,0.0001256,0.0001256,0.0001256
286,2579.04,0.6817,0.62076,0.51512,1.31112,0.98979,0.93548,0.96737,0.73474,0.96868,1,0.995,0.91408,0.96257,0.62346,0.55008,1.97393,0.000119,0.000119,0.000119
287,2587.95,0.68209,0.63738,0.47961,1.32156,0.93545,0.96774,0.96359,0.75261,0.96671,1,0.99406,0.91285,0.94088,0.60798,0.56544,1.97253,0.0001124,0.0001124,0.0001124
288,2596.95,0.71309,0.61295,0.50333,1.37125,0.96388,0.96774,0.95575,0.74727,0.99653,1,0.995,0.90719,1.00203,0.60808,0.60158,2.05079,0.0001058,0.0001058,0.0001058
289,2605.91,0.63343,0.62847,0.47214,1.25616,0.96577,0.96774,0.95984,0.74939,0.99807,1,0.995,0.90701,0.97844,0.62646,0.62272,2.00818,9.92e-05,9.92e-05,9.92e-05
290,2614.88,0.69888,0.61845,0.49074,1.32904,0.96505,0.96774,0.96284,0.75819,0.99731,1,0.995,0.90525,0.97513,0.64978,0.62337,1.99466,9.26e-05,9.26e-05,9.26e-05
291,2624.58,0.7144,0.5056,0.50958,1.46402,0.96515,0.96774,0.94864,0.74531,0.99744,1,0.995,0.8999,1.01342,0.59713,0.55801,2.06139,8.6e-05,8.6e-05,8.6e-05
292,2633.48,0.77454,0.47478,0.51179,1.49064,0.93566,0.96774,0.95453,0.74283,0.96704,1,0.99,0.90227,0.99604,0.57059,0.57096,2.04037,7.94e-05,7.94e-05,7.94e-05
293,2642.32,0.72468,0.44814,0.5015,1.47758,0.93525,0.96774,0.95687,0.74908,0.96659,1,0.99,0.90031,0.96783,0.56177,0.56973,2.00544,7.28e-05,7.28e-05,7.28e-05
294,2651.21,0.70199,0.4501,0.45416,1.42892,0.93474,0.96774,0.95982,0.75105,0.9659,1,0.98906,0.90485,0.95421,0.60255,0.59834,1.98088,6.62e-05,6.62e-05,6.62e-05
295,2660.06,0.71226,0.4435,0.48128,1.47621,0.93478,0.96774,0.96162,0.7491,0.96594,1,0.99125,0.90742,0.95373,0.59327,0.57709,2.01547,5.96e-05,5.96e-05,5.96e-05
296,2668.93,0.65466,0.43722,0.45426,1.37713,0.93509,0.96774,0.96259,0.75445,0.96625,1,0.99125,0.90835,0.95607,0.60132,0.58748,2.01809,5.3e-05,5.3e-05,5.3e-05
297,2677.8,0.6912,0.44232,0.45664,1.39569,0.93511,0.96774,0.96481,0.75544,0.96633,1,0.99219,0.91381,0.95089,0.59827,0.59154,2.0176,4.64e-05,4.64e-05,4.64e-05
298,2686.67,0.74917,0.4751,0.46757,1.42177,0.9351,0.96774,0.9643,0.76384,0.96627,1,0.99312,0.91167,0.96547,0.59793,0.58037,2.03541,3.98e-05,3.98e-05,3.98e-05
299,2695.55,0.71709,0.45232,0.45991,1.4613,0.9351,0.96774,0.96438,0.76358,0.96627,1,0.99219,0.91401,0.94708,0.61197,0.59274,2.00385,3.32e-05,3.32e-05,3.32e-05
300,2704.43,0.68948,0.45999,0.46495,1.46471,0.935,0.96774,0.96451,0.76754,0.96617,1,0.99312,0.91311,0.95256,0.60072,0.58154,2.00564,2.66e-05,2.66e-05,2.66e-05
